token,count
"""{up} {left}""",1
"""{left}{CBM-T}{left}""",1
"""{up}{right}""",1
"""{right}{right}:={right}::::>{right}{right}::::::::::{right}{right}::{right}<:""",1
"""{rvs_off}{home}{down}{down}{down}{black}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right};::={right}{right}{right}{right}{right}=""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}<:::={right}{right}{right}{right}:::::""",1
"""<::>{right}{right}::{right}{right}{right}{right}{right}{right}{right}:::{right}{right}{right}{right}{right}::{right}{right};:>{right}""",1
""";:::::::::::>{right}::>{right}{right}{right}{right}{right}::::{right}{right}{right}{right}""",1
"""::::={right};::={right}{right}::::{right}{right}{right}{right}{right}{right}::::::::::={right}:::>{right}{right}{right}{right}""",1
"""<:::::{right}{right}{right}{right}{right}{right}:::{right}{right}{right}{right}{right}{right}{right}{right}<::::{right}{right}{right}{right}{right}{right}""",1
""":::::>{right}{right}{right}{right};:::::{right}{right}{right}:::::::>{right}{right}{right}{right}{right}""",1
"""   {SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}""",1
"""{clr}{down}{down}{down}{down}{down}{down}    {red}steuerung des         {down}hubschraubers:""",1
2010,1
"""salvage cre2""",1
.94,1
7770,1
30721,1
"""{clr}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{blue} schwierigkeitsgrad?""",1
"""{down}{right}{right}{right}{right}{right}zeit: """,1
"""{up}{up}{up}{white}press stop on tape""",1
"""{right}{right}{right}{right}{right}{right}89{down}{left}{left}889{down}{left}{left}{left}89{down}{down}{down}{left}""",1
"""{left}{left}{black}={down}{left}:{right}{purple}89{right}{right}{right}{right}{right}{right}{right}{down}{black};{down}{left}:{down}{left}:{down}{left}<:{down}{down}{left}{left}{left}{left}{left}{left}{left}{left}{left};{down}{left}:""",1
"""{right}{right}{right}{right}{right}{right}{purple}89{down}{left}{left}889{down}{left}{left}{left}89{down}{down}{down}{left}""",1
"""899{down}9{up}{left}898989""",1
"""{black}{left}{left}{left}{left}{left}{left}{down}{down}{down}:>{down}{left}{left}:{down}{left}:{down}{left}""",1
""">{left}{left}{left}{left}{left}{left}{left}{left}{left}{up}{purple}89{black}""",1
"""{down}{down}{right}{right}{right}{right}{right}{right}<{down}{left}{left}={rvs_on}  {rvs_off}{down}{left}{left}{left}:{down}{left}::""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:""",1
7739,1
7738,1
7867,1
"""::::::::::{left}{inst}:""",1
""";::::::::::=;::={right}{right}{right}{right}{right};:::::::::::::::::::::""",1
""":>{right}{right}{right}::::::::::{right}{right}::{right}{right}{right}{right}{right}{right}{right}""",1
"""{up}{up}89899{right}{right}{right}899{down}{left}{left}899{down}{left}{left}89{down}{down}{down}{down}{left}{left}{left}{left}{left}{left}899{down}{left}{left}89""",1
"""{home}{down}{down}{down}89{right}{right}{up}89{up}{left}8989899{up}{left}{left}{left}{left}""",1
"""898989{down}{left}{left}{left}{down}{left}89{down}{down}""",1
"""{home}{down}{down}{left}{left}{left}{purple}898{down}{left}8{down}{down}{left}{left}{left}{left}8{right}{down}9{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}""",1
"""899{right}{right}{down}{black}:{down}{left}:{down}{left}:{down}{left}>{down}{down}{down};:{down}{down}{down}{left}{left}{left}{left}:{left}{left}{left}{left}{left}{up};{down}{left}:""",1
"""{up}{up}{right}::{down}{left}:{up}{up}{up}{up}{up}{up}{up}{up}{up}::{up}{left}:""",1
"""{black}{right}:{down}{left}:{down}{down}{left}:{down}{left}::{down}{left}{left}::""",1
"""{black};:::{down}{left}{left}{left}{left}::::{down}{left}{left}{left}{left}:>""",1
"""{down}{down}{down}{left}{left}{left}{left}{left}""",1
"""{up}{up}{up}{left}{left}{left}89""",1
"""{right}{right};::::::::{right}{right}{right}{right}{right}{right}{right};::{right}{right}{right}:::""",1
"""::>{right}{right}{right}{right}{right}::::{right}{right}{right}{right}{right}{right}{right}{right}{right};:>""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}::::{right}{right}{right}{right}:::::{right}{right}{right}{right}{right}{right}{right}{right}{right}""",1
""";::::::::{right}{right}{right}{right}{right}::{right};:>{right};:::::::::""",1
"""{clr}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}gerettet:""",1
"""{down}{down}{down}{down}{down}{down}{down}{down}{purple}{rvs_on}                        g a m e   o v e r                         """,1
"""{black}{down}{down}2.Spieler: P=Loop {down}{left}{left}{left}{left}{left}{left}{left}nach unten""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}L=Loop{down}{left}{left}{left}{left}{left}{left}nach oben""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}F=Feuer""",1
"""{down}{red} Schiessen Sie Ihren   Gegner ab . Achten    Sie dabei auf Ihren   Treibstoff!""",1
fight,1
dog,1
"""{home}{down}{down}{down}{down}{rvs_on}{right}{right}{right}{right}Gleich{left}{down}{down}geht's{left}los!!!""",1
"""{down}{black}{right}{right}{right}{right}w{rvs_on}opyright 1984""",1
"""{down}{right}{right}{right}{right}{red}u{rvs_on}{right}{black}dog  fight{rvs_off}{right}{red}u""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{red}xyz[\{rvs_on}{right}{blue}-{right}soft {rvs_off}%""",1
"""{down}{left}<{down}{down}{right}{right}{right}{right};:{right}{right}{right}{right}{right}{right}:{down}:{up}{left}::::{left}{left}{left}{left}{down}{down}:{up}{left}::::{down}{left}<""",1
"""{right}{right}{right}{right}{right}{right}:{right}::{right}{down}:""",1
"""{home}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{purple}89{down}{left}9{up}8{up}89{down}{left}{left}989{down}889""",1
"""{home}{purple}89""",1
"""{up}{up}{up}989{right}{right}{right}{down}89{down}{left}89{down}{left}{left}889{down}{left}{left}88989{down}{left}{left}{left}{left}{left}899""",1
"""{home}{right}{right}8989899{down}{left}{left}{left}{left}{left}{left}89""",1
.08,1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{red}v{rvs_on}{blue}taste{rvs_off}{red}v""",1
5270,1
gummersbach,1
123456789012345678901234567890,1
"""{home}{blue}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
"""{home}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{black}U{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}I{down}{left}{left}{left}{left}{left}{left}{left}{SHIFT--}{rvs_off}]^_!{rvs_on}{right}{SHIFT--}{down}{left}{left}{left}{left}{left}{left}{left}{SHIFT--}{rvs_off}""",1
"""{down}{down}{black} @""",1
""" @""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}q{rvs_on}{SHIFT--}{down}{left}{left}{left}{left}{left}{left}{left}J{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}K""",1
"""{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}:{down}{left}{left}::{down}{left}{left}{left}::>""",1
"""{purple}{home}{down}{left}{left}{left}{left}{left}{left}898989{left}{left}{left}{left}{left}{down}89""",1
"""{down}{down}{left}{left}{left}{left}89""",1
303,1
"""{down}{right}{right}{right}{right}{right}{rvs_on} Steuerung:{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{rvs_off}{CBM-T}{CBM-T}{CBM-Y}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-Y}{CBM-T}{CBM-T}""",1
"""{down}{down}1.Spieler: Joystick""",1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U} {SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}OO {CBM-I} {CBM-I}O """,1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U} {CBM-K}      {CBM-J}{CBM-R}  {CBM-I} {CBM-R} """,1
"""{CBM-U}{CBM-U}{CBM-U} OGPGGGGGPPP    {CBM-I} """,1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U} {CBM-K}        {CBM-J}H  {CBM-I}  """,1
""" H  HO  S{CBM-F}GGG{CBM-F}H  HO O""",1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}H HSPO O O  O """,1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}GGGGGGP{CBM-I}{CBM-I} {CBM-I} O """,1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}H HHOO O O  O """,1
7988,1
"""{home}{rvs_on}{black}{SHIFT-POUND}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-*}""",1
"""dog-fight2""",1
"""{down}{down}{down}lO""",1
"""{home}{black}{rvs_on}bitte laden sie jetzt""",1
"""    den 2. teil von          dog-fight       {white}""",1
*ende es 1. teils,1
"""{black}{down}{down}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{blue}TASTE!""",1
7479,1
7472,1
"""{home}{down}{down}{down}{down}{down}{rvs_on}{white}spieler 2 hat verloren""",1
"""{home}{down}{down}{down}{down}{down}{rvs_on}{yellow}spieler 1 hat verloren""",1
8118,1
8099,1
"""{down}{right}{right}{white}w{right}{right}{black}{rvs_on}by{rvs_off}{yellow}{right}xyz[\{right}{black}{rvs_on}{black}soft{rvs_off}{white}%{up}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{black}p{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}p{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{rvs_on}{yellow}fuel1:{right}{right}{right}{right}{right}{white}fuel2:""",1
"""    S  U{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}  P   """,1
""" {CBM-X}  {CBM-C}   RHOOtQ  {CBM-X} {CBM-C} {CBM-C}""",1
"""  {CBM-X}    {CBM-K} HO{CBM-K}  {CBM-I}{CBM-C}    {CBM-X}""",1
""" {CBM-X} {CBM-C}{CBM-C} {CBM-K}  GG    {CBM-I} {CBM-X} {CBM-C} """,1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}M         J{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}N         I{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{SHIFT-*}ABDEDBA{SHIFT-*}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}OT        H{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""#$",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}U{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}I{down}{left}{left}{left}{left}{left}{left}{SHIFT--}{rvs_off}]^_!{rvs_on}{SHIFT--}{down}{left}{left}{left}{left}{left}{left}{SHIFT--}{rvs_off}""",1
"""{rvs_on}{white}s t o p !{rvs_off}""",1
7255,1
"""j.mc carroll""",1
"""by""",1
"""schwitzbad""",1
25600,1
9026,1
"""error in lines 23 - 33""",1
8208,1
7344,1
"""#$@""",1
ember that only     frogsoft ltd. is     the right frogsoft,1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{yellow}{right}{right}{right}{right}{right}{right}{right}{rvs_on}""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}""",1
8111,1
"""error in lines 12 - 22""",1
7256,1
"""error in lines 45 - 49""",1
5541,1
"""schwitzbad2""",1
"""error in lines 34 - 44""",1
8226,1
"""sc""",1
8207,1
7668,1
8174,1
"""fff""",1
0.020,1
"""{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}game{down}{down}{down}{down}{down}{down}{down}{left}{left}{left}{left}over""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{SHIFT--}{down}{left}{left}{left}{left}{left}{left}J{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}K""",1
"""{down}{down}die forscher sind die {down}einzigen, die die erde{down}vor der bevorstehenden""",1
"""{down}katastrophe schuetzen {down}koennen.""",1
"""{clr}doch passen sie auf:  {down}es erscheinen auch    {down}marsianer !""",1
"""score""",1
7700,1
"""{rvs_on}     {home}""",1
"""wxy{down}{left}{left}{left}jkl{down}{left}{left}{left}{left}zmnoz""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""",1
7658,1
8162,1
7898,1
"""t{down}{left}t{down}{left}t{down}{left}u""",1
"""{left}]{up}{left}\{up}{left}\{up}{left}\""",1
7726,1
"""{white}e""",1
"""{rvs_on}well done""",1
30740,1
"""{down}{down}{down}{down}{right}{yellow}written by o.gumtau""",1
"""{down}{down}{right}{right}{right}{right}{right}{right}{yellow}(okt.'85)""",1
"""{rvs_on}2000{home}{rvs_off}""",1
"""e{home}""",1
"""{clr}{yellow}{down}{down}{down}{down}{right}{right}{right}{right}ein funkspruch""",1
"""{down}{right}{right}von der erde, sir !""",1
309,1
492,1
"""earth-rescue2""",1
"""{clr}{red}druecken sie bitte    {down}>{green}play{red}< zum laden des  {down}hauptprogramms !""",1
1001,1
"""{down}{down}{right}{right}{right}{right}{right}{right}{red}feuerknopf{green}""",1
"""{down}sich die katastrophe  {down}auf der erde nicht    {down}mehr verhindern !""",1
"""{clr}wenn sie aus versehen {down}3 marsianer zur erde  {down}gebeamt haben, laesst""",1
"""{clr}{green}fliegen sie sofort zum{down}mars und beamen sie   {down}8 unserer forscher zur{down}erde.""",1
"""{clr}{rvs_off}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{green}U{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}I""",1
"""{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{red}score:""",1
"""{home}{down}{right}{right}{right}{right}{right}{blue}earth rescue""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}J{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}K""",1
"""{down}{down}diese tragen wie die  {down}forscher raumanzuege, {down}doch keine helme.""",1
"""{clr}{yellow}{down}{down}entspannen sie sich !""",1
"""{down}der autopilot fliegt   {down}sie jetzt zum {red}mars""",1
"""{yellow}{down}{down}{down}{down}{down}ich melde mich wieder""",1
7920,1
"""{clr}{right}{rvs_on}{blue}   {right}{green}{SHIFT-POUND} {CBM-*}{right}{blue}  {CBM-*}{right}{green}   {right}{blue} {right} """,1
"""{right}{rvs_on} {right}{right}{right}{green} {right} {right}{blue} {right} {right}{right}{green} {right}{right}{blue} {right} """,1
"""{right}{rvs_on}  {right}{right}{green}   {right}{blue}  {rvs_off}{SHIFT-POUND}{right}{right}{rvs_on}{green} {right}{right}{blue}   """,1
"""{right}{rvs_on} {right}{right}{right}{green} {right} {right}{blue} {rvs_off}{CBM-*}{rvs_on}{CBM-*}{right}{right}{green} {right}{right}{blue} {right} """,1
"""{right}{rvs_on}   {right}{green} {right} {right}{blue} {right} {right}{right}{green} {right}{right}{blue} {right} """,1
"""{down}{down}{purple}{right}{right}r{right}{right}e{right}{right}s{right}{right}c{right}{right}u{right}{right}e""",1
30874,1
5090,1
"""G""",1
9500,1
"""P""",1
"""N""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}  12345678{up}""",1
"""T""",1
"""{black}yy{left}{left}{down}""",1
"""{down}{down}{right}{right}{right}{right}{right}{yellow}nochmal (j/n)""",1
"""{yellow}{down}{down}{down}{down}{down}also, auf ein neues !""",1
"""{down}retten koennen""",1
"""{clr}{rvs_off}{down}{down}{purple}die forscher haben,   {down}dank ihnen, die erde""",1
38641,1
38620,1
341,1
"""{down}{down}{right}{right}{right}highscore:""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT--}{purple}over{green}{SHIFT--}""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{SHIFT--}{purple}game{green}{SHIFT--}""",1
"""{blue}gh{left}{left}{down}""",1
"""{cyan}kl{left}{left}{down}mn""",1
"""{green}ij{left}{left}{down}""",1
"""{cyan}op{left}{left}{down}qr""",1
"""  {left}{left}{down}  {left}{left}{down}  """,1
"""{rvs_on}{white}{CBM-A}{CBM-S}{left}{left}{down}{down}{CBM-Z}{CBM-X}{rvs_off}""",1
earthrescue,1
writtenby,1
gumtau,1
"""{right}{right}{right}{right}{right}{right}{yellow}ab{right}{right}{right}{right}{right}{purple}wx\]^_wx""",1
"""{right}{right}{right}{right}{right}{right}{green}cd{right}{right}{right}{blue}z[{purple}yyyyyyyy""",1
"""{right}{right}{right}{yellow}ab{right}{green}ef{right}{right}{right}{blue}yy{purple}y{right}y{black}yy{purple}y{right}y""",1
"""{rvs_on}{green}{CBM-A}{CBM-S}{left}{left}{down}  {left}{left}{down}{CBM-Z}{CBM-X}""",1
58640,1
"""{right}{right}{right}{green}ef{right}{right}{right}{right}{right}{right}{blue}{rvs_on}{CBM-*}{rvs_off}y{purple}yyy{black}yy{purple}yyy""",1
"""{green}st{right}{right}{right}{right}st""",1
7921,1
"""{purple}uv{right}{right}{right}{right}uv""",1
"""{rvs_on}{blue}{CBM-*}{rvs_off}{purple}yyy{black}yy{purple}yyy""",1
7958,1
38678,1
7963,1
38683,1
"""{down}{black}<@={rvs_on}{CBM-U}{rvs_off}<@=>? :{rvs_on}{CBM-Y}{rvs_off};<=<@=>{rvs_on}{CBM-Y}{rvs_off}?""",1
"""5{left}{left}{left}{left}{down}6789""",1
"""{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{red}mars""",1
"""{home}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{yellow}landung auf""",1
"""{home}{right}{right}{right}{right}{right}{right}{right}#$%&{left}{left}{left}{left}{down}'()*{left}{left}{left}{left}{down}+,-.{left}{left}{left}{left}{down}/012{left}{left}{left}{left}{down}34{blue}y""",1
7833,1
"""Eine Rakete versorgt  """,1
"""von zwei Panzern einen""",1
"""Feind, der Sie ver -  """,1
"""nichten will besiegen!""",1
"""ein Flugzeug mit Ener-""",1
"""{down}Sie muessen mit Hilfe """,1
"""{rvs_on}       T A N K        {rvs_off}""",1
"""gie, welche zu einem  """,1
"""zeug erreichen um Sie,""",1
"""zweiten Flugzeug ge-  """,1
"""zerstoert ist das     """,1
"""Ist der eine Panzer   """,1
"""zer, zu zerstoeren.   """,1
"""d.h. Ihren einen Pan- """,1
"""kete das erste Flug-   """,1
"""bracht wird.          """,1
"""{clr}{down}{down}Dreimal muss die Ra-  """,1
 anleitung,1
"""{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}[\{down}{left}{left}]^",1
"""Spiel verloren.""",1
"""nein""",1
"""ja""",1
"""{down}{rvs_on}""",1
"""{down}{down}{rvs_on}kennen sie die regeln""",1
"""{up}{up}{up}{right}{right}{right}{right}{right}{right}{right} lmnopqr """,1
"""tank2""",1
"""{down}{right}{right} P = Pause",1
"""{down}{right}{right}f2 = Panzer 2",1
"""{right}{right}f1 = Panzer 1",1
"""{rvs_on}{down}{down}{down}{down}{down}{rvs_on}laden sie nun teil  2  """,1
"""{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}[\{down}{left}{left}]^",1
 ende des vorprogramms,1
"""{home}{down}{down}{right}{right}{right}{right}{right}{rvs_on}t a n k",1
 titelbild,1
"""{clr}{down}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}@""",1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{up}h""",1
"""{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}i""",1
"""{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}j""",1
"""{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}d""",1
"""{up}{up}{up}",1
"""{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}y{down}{left}wx",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{up}f""",1
"""{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}k""",1
"""{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}g""",1
"""{down}{left}{left}{left}{left}{left}{left}{left}{left}{left}{left}e""",1
 vorprogramm,1
"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down} stuv wx z lmnopqr",1
"""{down}y z {rvs_on}clock software",1
"""{down}{white}{right}{right}6789 :; l [\]^_!#""",1
 fuer vc-20 + 3k,1
 hommelsheimstr.34,1
 5308 rheinbach,1
      flerzheim,1
 tel.:(02225)/13316,1
 (c) 1985,1
 *********************,1
 michael steinheimer,1
"""  01       01   01",1
" titelbild:poke36867,43",1
"""{yellow}   3            2",1
"""{rvs_on} nochmal(j/n)?""",1
""" $ %$ $ $ % $ $&$''%",1
""" $ %$$$ $ %$$ $$''{rvs_on}L""",1
""" $ %$'$ $ $'$ $$'{rvs_on}L{rvs_off}",1
"""{green}{right}jjjj{black}p{green}jjjjjjjjj{black}p{green}j",1
"""{up}{up}{up}{up}{green}{right}{right}{right}{right}mno{right}{right}{right}{right}{right}{right}{right}mno",1
""" $ %$ $ $$''$ $'$'",1
"""$$$'$$$ $''{rvs_on}L{rvs_off}$ $ *$'",1
"""'  '*  '*'{rvs_on}L{rvs_off}u''*'%''%",1
""" ))) ))) )   ) )u )",1
"""   {rvs_on}presents{rvs_off}     st",1
"""zy       st",1
"""{white}wx {rvs_on}soft{rvs_off}    st",1
'siegerehrung',1
"""{rvs_on}{down}ihre punkte:""",1
"""{rvs_on}bravo!!! sie haben    alle feinde besiegt!!!""",1
""" $' $'$'$'  $'$' $'                01",1
"""h",1
"""{rvs_on}{black}punkte:""",1
"""{rvs_on}{down}wollen sie ihr glueck nochmal versuchen ?""",1
 ===pyra-soft===,1
 ====andreas====,1
"""{green}  ++++++++++++++",1
"""   {cyan}defg{green}jj{red}p{green}jj{blue}4$$5{white}v :;",1
"""  {yellow}q{white}abc  {green}m{red}n{green}o  {blue}45{white}=>?<",1
"""{rvs_on}{black}y{blue}o{red}u{black} l{red}o{blue}o{cyan}s{purple}e{green}d!""",1
 spielende,1
4080,1
 bewegung panzer 2,1
318,1
"""{rvs_on}wollen sie ihr gluck  nochmal versuchen ?""",1
*********************** tank (c) 1985 by   ** michael steinheimer*,1
 bewegung panzer 1,1
"""{green}{right}mnojjj{black}p{green}jjjjjjjjjj{black}p",1
"""{green}{right}jj{black}p{green}jjmnoj{black}p{green}jjjjjjmno",1
"""{green}{down}{right}{right}mno{right}{right}{right}{right}mno""",1
"""{rvs_on}{home}{down}{down}{down}{down}{right}{right}{right}{right}{right}{right}{black}is loading!{yellow}{up}{up}""",1
38822,1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}defg",1
"""{down}{down}{down}{down}{down}{down}{down}{black}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}abc",1
"""{up}{black}st""",1
"""{green}{right}j{black}p{green}jjjjjjjjmnojjjjj",1
"""{green}{right}jjjjjjjjjjj{black}p{green}jjjjjj               {black}abc {green}mno    jjjjjjjjjjj{black}defg{green}j{black}p{green}j",1
"""{black}{right}{right}{right}{right}{right}{right}{right},-{right}{right}{right}{right}{right}{right}{right}45{right}{right}{right}{green}  jjjjjj{black}./{green}jjjjjj{black}4$$5{green}""",1
"""{blue}{home}{down}{right}{right}01{right}{right}{right}{right}{right}{right}{right}{right}{right}    01{blue}      01      01   {cyan} 2",1
"""{up}{left}{black}t@@@@@@@@@@@@@""",1
" spielfeld:rem36867,32",1
"""{black}{up}@""",1
"""{black}{up}@@""",1
"""{black}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}{up}@""",1
"""{down}{right}{right}{black}ro{purple}{right}{right}{rvs_on}presents{right}{right}{rvs_off}{black}uy""",1
 === terra 2 ===,1
"""{rvs_on}aber hueten sie sich{right}{right}vor radioaktiven{right}{right}{right}{right}{right}{right}blitzen,die neue ver-{right}seuchte """,1
"""{rvs_on}felsen ({rvs_off}n{rvs_on}){right}{right}{right}{right}produzieren!""",1
 ===spindler====,1
 ==moselstr.10==,1
 =6522 osthofen=,1
"""{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{up}{black}{rvs_on}{CBM-T}""",1
"""{right}{right}{right}{rvs_off}q{right}{right}{green}g{rvs_on}{black}{right}M{right}{SHIFT--}{right}N{right}y{right}o{right}{rvs_off}n{right}{right}{right}{right}{right}{right}{right}{rvs_off}q{right}{right}{green}h{rvs_on}{black}{right}M{SHIFT--}N{right}p{right}p{right}{rvs_off}n{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{green}i""",1
"""{right}{right}{right}{blue}d{rvs_on}{black}{right}M{right}M{right}M{SHIFT--}N{CBM-M}NM{CBM-G}{right}m{right}r{right}{right}{right}{rvs_off}wj{right}{blue}e{rvs_on}{black}{right}M{right}M{right}{SHIFT--}{right}{CBM-M}{right}N{right}a{right}e{right}{right}{right}{right}{rvs_off}tk{right}{right}{green}f{rvs_on}{black}{right}M{right}M{SHIFT--}N{CBM-M}N{right}r{right}w""",1
"""{rvs_on}{right}{right}M{right}M{right}M{right}M{right}{SHIFT--}{right}N{right}N{CBM-G}N{right}N{right}{right}{right}{right}{blue}{rvs_off}b{rvs_on}{black}{right}M{right}M{right}M{right}M{SHIFT--}N{right}N{CBM-G}{CBM-G}{right}N{right}d{right}{right}{right}{right}{rvs_off}{blue}c{rvs_on}{black}{right}M{right}M{right}M{right}{SHIFT--}{right}{CBM-M} {CBM-G}{CBM-G}N{right}i""",1
"""{clr}{rvs_on}{black}{right}{right}{right}{right}{right}{right}{right}{right}{right}N{SHIFT--}M{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}NM{SHIFT--}NM""",1
"""{rvs_on}{right}{right}{right}{right}{right}{right}{right}NM{right}{SHIFT--}{right}NM{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}NM{right}M{SHIFT--}N{right}NM""",1
